/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_93_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_74_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_173_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_164_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_231_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_59_Neutral.png,0,kaley,cuoco,29,f,Neutral
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_18_unknown_fer.png,0,kaley,cuoco,29,f,unknown
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_227_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_205_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_36_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_123_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_33_Neutral.png,0,kaley,cuoco,29,f,Neutral
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_190_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_21_unknown_fer.png,0,kaley,cuoco,29,f,unknown
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_143_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_47_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_228_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_194_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_14_unknown_fer.png,0,kaley,cuoco,29,f,unknown
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_107_Angry.png,0,kaley,cuoco,29,f,Angry
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_224_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_94_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_217_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_89_Neutral.png,0,kaley,cuoco,29,f,Neutral
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_163_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_51_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_208_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_204_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_213_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_104_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_200_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_87_Neutral.png,0,kaley,cuoco,29,f,Neutral
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_229_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_212_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_73_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_45_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_220_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_119_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_40_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_216_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_124_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_133_Sad.png,0,kaley,cuoco,29,f,Sad
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_11_unknown_fer.png,0,kaley,cuoco,29,f,unknown
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_118_Happy.png,0,kaley,cuoco,29,f,Happy
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_4_unknown_fer.png,0,kaley,cuoco,29,f,unknown
/home/ahmetozlu/Documents/face_recognition_crop/face_database/Penny/kaley_cuoco_29_f_113_Happy.png,0,kaley,cuoco,29,f,Happy
